fuente_nombre,nombre,categoria,fecha_inicio,hora_inicio,fecha_termino,lugar,comuna,precio_min,link_evento
Ticketplus,¡Únete a la Famiglia! – Campaña de Abonados Audax Italiano,,2025-06-11,11:00:00,2026-12-31,Estadio Bicentenario de La Florida,La Florida,51201,https://ticketplus.cl/events/abono-famiglia-audina
MAVI UC (Museo de Artes Visuales),"""La llegada de lo blanco"". A 25 años de la Colección MAVI UC",exposición,2026-04-12,,2027-04-25,MAVI UC,Santiago,0,https://www.uc.cl/agenda/actividad/mavi-uc-conmemora-su-25-aniversario-con-gran-exposicion-de-su-coleccion
Ticketplus,Taste Society,,2026-05-23,,2026-08-22,Hotel Las Majadas,Pirque,0,https://ticketplus.cl/events/taste-society
Ticketplus,Dia de Spa - Club Recrear,,2026-06-15,12:00:00,2026-12-30,Club Recrear,Macul,55000,https://ticketplus.cl/events/dia-de-spa-club-recrear
Ticketplus,Los Domingos de Alauda Ruiz de Azúa en SALA K,,2026-06-24,,2026-08-30,Sala K U Mayor,Santiago,2200,https://ticketplus.cl/events/los-domingos-de-alauda-ruiz-de-azua-en-sala-k
Ticketplus,Abono M. Puente Alto 2026,,2026-06-25,00:00:00,2026-12-31,Gimnasio Municipal De Puente Allto,Puente Alto,30000,https://ticketplus.cl/events/abono-m-puente-alto-2026
Passline,Internacional Tattoo Masters Fest 2026,,2026-07-02,15:00:00,2026-12-13,Alto San Francisco San Francisco 75,Santiago,7000,https://www.passline.com/eventos/internacional-tattoo-masters-fest-2026
MAVI UC (Museo de Artes Visuales),Exposición Colectiva XIX Premio MAVI UC LarrainVial Arte Joven,exposición,2026-07-03,,2026-08-23,MAVI UC,Santiago,0,https://www.uc.cl/agenda/actividad/exposicion-colectiva-xix-premio-mavi-uc-larrain-vial-arte-joven
Ticketplus,Membresía Anual Sala Nemesio,,2026-07-06,,2027-07-06,Sala Nemesio,La Reina,0,https://ticketplus.cl/events/membresia-sala-nemesio
Ticketplus,Liga Ex Tabancura,,2026-07-08,10:00:00,2027-07-02,Futbolito UC,Las Condes,57000,https://ticketplus.cl/events/liga-ex-tabancura
MUT — Mercado Urbano Tobalaba,Portafolio – Moda 2026,,2026-07-10,,2026-09-10,"MUT, Piso 1: La Calle — Calle Roger de Flor",Providencia,0,https://mut.cl/es/evento/portafolio-moda-2026/
Ticketplus,FANTASMA DEL UNIVERSO,,2026-07-11,,2026-08-29,Planetario Huechuraba,Huechuraba,2000,https://ticketplus.cl/events/fantasma-del-universo-2025
Ticketplus,MISIÓN SISTEMA SOLAR,,2026-07-11,,2026-08-29,Planetario Huechuraba,Huechuraba,2000,https://ticketplus.cl/events/mision-sistema-solar
Ticketplus,ÓRBITA SONORA 1: RADIOHEAD - IN RAINBOWS,,2026-07-11,,2026-08-29,Planetario Huechuraba,Huechuraba,2000,https://ticketplus.cl/events/orbita-sonora-radiohead-in-rainbows
Ticketplus,ÓRBITA SONORA 2: DAFT PUNK - DISCOVERY,,2026-07-11,,2026-08-30,Planetario Huechuraba,Huechuraba,2000,https://ticketplus.cl/events/orbita-sonora-daft-punk-discovery
Ticketplus,DE LA TIERRA AL UNIVERSO,,2026-07-12,,2026-08-30,Planetario Huechuraba,Huechuraba,2000,https://ticketplus.cl/events/de-la-tierra-al-universo
Ticketplus,MISTERIOS DE TU CEREBRO,,2026-07-12,,2026-08-30,Planetario Huechuraba,Huechuraba,2000,https://ticketplus.cl/events/misterios-de-tu-cerebro
Ticketplus,ÓRBITA SONORA 3: HANS ZIMMER - INTERSTELLAR,,2026-07-12,,2026-08-30,Planetario Huechuraba,Huechuraba,2000,https://ticketplus.cl/events/orbita-sonora-3-hans-zimmer-interstellar
Ticketplus,La cronología del agua de Kristen Stewart en SALA K,,2026-07-24,,2026-08-30,Sala K U Mayor,Santiago,0,https://ticketplus.cl/events/la-cronologia-del-agua-de-kristen-stewart-en-sala-k
Ticketplus,Spiderman,,2026-07-25,,2026-08-25,Sala Nemesio,La Reina,3500,https://ticketplus.cl/events/spiderman
Ticketplus,Blood Simple de Joel Coen en SALA K,,2026-07-28,,2026-09-27,Sala K U Mayor,Santiago,2200,https://ticketplus.cl/events/blood-simple-de-joel-coen-en-sala-k
Ticketplus,Brazil de Terry Gilliam en SALA K,,2026-07-28,,2026-09-27,Sala K U Mayor,Santiago,0,https://ticketplus.cl/events/brazil-de-terry-gilliam-en-sala-k
Ticketplus,La mosca de David Cronenberg en SALA K,,2026-07-28,,2026-09-27,Sala K U Mayor,Santiago,0,https://ticketplus.cl/events/la-mosca-de-david-cronenberg-en-sala-k
Ticketplus,Robocop de Paul Veroheven en SALA K,,2026-07-28,,2026-09-27,Sala K U Mayor,Santiago,2200,https://ticketplus.cl/events/robocop-de-paul-veroheven-en-sala-k
Ticketplus,The Thing de John Carpenter en SALA K,,2026-07-28,,2026-09-27,Sala K U Mayor,Santiago,0,https://ticketplus.cl/events/en-sala-k
Ticketplus,El Gran Viaje,,2026-07-29,,2026-08-23,MATUCANA 100 / CINE,Estación Central,3200,https://ticketplus.cl/events/el-gran-viaje
Ticketplus,"Adolescencia, sexo y muerte en campamento Miasma de Jane Schoenbrun en SALA K",,2026-07-30,,2026-09-27,Sala K U Mayor,Santiago,2200,https://ticketplus.cl/events/adolescencia-sexo-y-muerte-en-campamento-miasma-de-jane-schoenbrun-en-sala-k
Ticketplus,PA$$$TA(YO)BA$$$E!!!!,,2026-07-31,,2026-08-22,Teatro ICTUS,Santiago,6480,https://ticketplus.cl/events/pa-ta-yo-ba-e-2026-07-31-20-00-00-0400
MUT — Mercado Urbano Tobalaba,Actividades librería Azafrán,,2026-08-01,,2026-08-31,MUT — Mercado Urbano Tobalaba,Providencia,,https://mut.cl/es/ver-y-hacer/
MUT — Mercado Urbano Tobalaba,Exposición Maratón de Fotografía,exposición,2026-08-01,,2026-08-31,"MUT, Piso -3: La Estación",Providencia,,https://mut.cl/es/evento/exposicion-maraton-de-fotografia/
MUT — Mercado Urbano Tobalaba,Mes de la fotografía,,2026-08-01,,2026-08-31,MUT — Mercado Urbano Tobalaba,Providencia,,https://mut.cl/es/evento/mes-de-la-fotografia/
Ticketplus,El final de la calle Oak de David Robert Mitchell en SALA K,,2026-08-04,,2026-08-29,Sala K U Mayor,Santiago,2200,https://ticketplus.cl/events/El-final-de-la-calle-Oak-en-SALA-K
Ticketplus,“NO SÉ. BECKETT”,,2026-08-05,,2026-08-29,Teatro Nacional Chileno,Santiago,5300,https://ticketplus.cl/events/no-se-beckett
Ticketplus,Taller de Tango Agosto,,2026-08-06,19:00:00,2026-08-27,TEATRO CACHAFAZ,Ñuñoa,8800,https://ticketplus.cl/events/taller-de-tango-agosto-2026-08-06-19-00-00-0400
Ticketplus,Taller de Impro Agosto,,2026-08-06,19:30:00,2026-08-28,TEATRO CACHAFAZ,Ñuñoa,8800,https://ticketplus.cl/events/taller-de-impro-agosto-2026-08-06-19-30-00-0400
Corporacion Cultural de Vitacura,XV Exposición Artefacto Joven y Escolar,exposición,2026-08-06,,2026-09-27,Lo Matta Cultural,Vitacura,0,https://www.lomatta.cl/concurso-de-arte-joven-y-escolar-lo-matta-cultural-abre-sus-puertas-a-las-nuevas-miradas-del-arte/
Ticketplus,HISTORIA DE UN JABALI (O ALGO DE RICARDO III)- FINIS TERRAE,,2026-08-06,,2026-08-23,Teatro Finis Terrae,Providencia,7946,https://ticketplus.cl/events/historia-de-un-jabali-finis-terrae
Ticketplus,La Naturaleza de las Cosas Invisibles,,2026-08-06,,2026-08-30,MATUCANA 100 / CINE,Estación Central,3200,https://ticketplus.cl/events/la-naturaleza-de-las-cosas-invisibles-2026-08-06-18-00-00-0400
Ticketplus,Un día no vamos a estar,,2026-08-06,,2026-08-23,MATUCANA 100 / MICROSALA,Estación Central,6357,https://ticketplus.cl/events/un-dia-no-vamos-a-estar
Ticketplus,"""La Misión, recuerdo de una revolución"" de DETUCH",,2026-08-07,,2026-08-22,DETUCH,Santiago,3300,https://ticketplus.cl/events/la-mision-detuch
Ticketplus,"JUANA, SE PERDIÓ LA CHANCHA",,2026-08-07,,2026-08-28,Teatro Azares - HUERFANOS 2146 SANTIAGO,Santiago,6720,https://ticketplus.cl/events/juana-se-perdio-la-chancha
MUT — Mercado Urbano Tobalaba,Postescuela 2026: La materia soñada,exposición,2026-08-08,,2026-08-29,"MUT, Piso 2: El Barrio — Galería MUT",Providencia,,https://mut.cl/es/evento/postescuela-2026-la-materia-sonada/
Ticketplus,Cornisa,,2026-08-08,,2026-08-23,TEATRO DEL PUENTE,Santiago,4238,https://ticketplus.cl/events/cornisa
MUT — Mercado Urbano Tobalaba,Florilegium,exposición,2026-08-12,,2026-09-10,"MUT, Piso -1: El Taller",Providencia,,https://mut.cl/es/evento/florilegium/
Ticketplus,Gemelos,,2026-08-12,,2026-08-29,Teatro UC,Ñuñoa,7840,https://ticketplus.cl/events/gemelos-2026-08-13-20-00-00-0400
Ticketplus,Ánimas de día Claro,,2026-08-14,,2026-08-23,Club de Teatro,Providencia,5750,https://ticketplus.cl/events/animas-de-dia-claro-2026
Ticketplus,Corazón de Chocolate (Crónica de un dulce suicidio) - Ocaso Teatro,,2026-08-19,,2026-08-22,TEATRO SIDARTE,Recoleta,4238,https://ticketplus.cl/events/corazon-de-chocolate-cronica-de-un-dulce-suicidio-ocaso-teatro
Ticketplus,El niño de los fósiles,,2026-08-20,,2026-08-29,Teatro UC,Ñuñoa,7840,https://ticketplus.cl/events/el-nino-de-los-fosiles-2026-08-20-19-00-00-0400
Ticketplus,La Muerte de Robin Hood,,2026-08-20,,2026-08-26,Sala Nemesio,La Reina,3500,https://ticketplus.cl/events/la-muerte-de-robin-hood
Ticketplus,La Negociación,,2026-08-20,,2026-08-26,Sala Nemesio,La Reina,3500,https://ticketplus.cl/events/la-negociacion
Ticketplus,La Nueva Obra,,2026-08-20,,2026-08-30,MATUCANA 100 / TEATRO PRINCIPAL,Estación Central,5298,https://ticketplus.cl/events/la-nueva-obra-2026-08-20-20-30-00-0400
Ticketplus,Locamente,,2026-08-20,,2026-09-02,Sala Nemesio,La Reina,3500,https://ticketplus.cl/events/locamente
Ticketplus,Not-Antígona,,2026-08-20,,2026-08-30,MATUCANA 100 / ESPACIO PATRICIO BUNSTER,Estación Central,3708,https://ticketplus.cl/events/not-antigona
Corporacion Cultural de Vitacura,Café con Autor: Josefina Errázuriz,,2026-08-21,11:00:00,,Biblioteca de Vitacura,Vitacura,0,https://vitacuracultura.cl/evento/cafe-con-autor-josefina-errazuriz/
Passline,RI$H CLUB VOL.1,,2026-08-21,16:00:00,,"Sala RBX Av. Vicuña Mackenna 1220, Ñuñoa, Región Metropolitana, Chile",Ñuñoa,,https://www.passline.com/eventos/rih-club-vol1
Passline,INNDRIVE BOTANICO - GEMINIS WINTER SESSION,,2026-08-21,17:00:00,,Botanico Centro de evento Botanico,Santiago,15000,https://www.passline.com/eventos/inndrive-botanico-geminis-winter-session
Municipalidad de Penalolen,"Lenguas, sabores y voces de la migración: narrarnos y dialogar desde el teatro",teatro,2026-08-21,18:00:00,,"Sala Gabriela Pizarro, Centro Cultural Chimkowe",Peñalolén,,https://chimkowe.cl/semana-de-la-migracion-2026-llega-a-chimkowe-con-una-jornada-de-teatro-y-dialogo/
Ticketplus,ROSEWELL 🎵 VIERNES 21 AGOSTO ★ Club Subterráneo,,2026-08-21,18:00:00,,Club Subterraneo,Providencia,11000,https://ticketplus.cl/events/rosewell-viernes-21-agosto-club-subterraneo
Passline,COMEDIA FRESCA - CAP. 3,,2026-08-21,19:30:00,,Casa Irarrázaval AV. IRARRÁZAVAL 3344,Ñuñoa,,https://www.passline.com/eventos/comedia-fresca-cap-3
Passline,Daniel Muñoz y Los Concho’ e Vino,,2026-08-21,20:00:00,,Cafetería Popular Maipu 363,Santiago,,https://www.passline.com/eventos/daniel-munoz-y-los-concho-e-vino
Passline,Fiesta 80 & 90 Club Amanda (+23),,2026-08-21,20:00:00,,"Amanda EMBAJADOR DOUSSINAGUE #1767, Vitacura",Vitacura,35000,https://www.passline.com/eventos/fiesta-80-90-club-amanda
Passline,NOCHE RANCHERA CON REINA ISABEL (+18),,2026-08-21,20:00:00,,"BAR VICTORIA Av. Carlos Valdovinos 1951, Pedro Aguirre Cerda, Región Metropolitana, Chile",Pedro Aguirre Cerda,10000,https://www.passline.com/eventos/noche-ranchera-con-reina-isabel
Passline,"OBRA: Si los cerdos no miran al cielo, ¿que hacemos con ellos? (+14)",,2026-08-21,20:00:00,,"SALA CLUB DE TEATRO, CHUCRE MANZUR #10 Chucre Manzur #10",Providencia,5000,https://www.passline.com/eventos/obra-si-los-cernos-no-miran-al-cielo-que-hacemos-con-ellos-542740
Passline,RANCHO URBANO II,,2026-08-21,20:00:00,,Rancho X Club conecta las condes,Las Condes,5990,https://www.passline.com/eventos/rancho-urbano-ii
Passline,SOL MORENO EN VIVO,,2026-08-21,20:00:00,,"La chimenea Príncipe de Gales 90, Santiago, Región Metropolitana, Chile",Santiago,7000,https://www.passline.com/eventos/sol-moreno-en-vivo
Passline,STEFAN KRAMER • SHOW DE EMERGENCIA (+18),,2026-08-21,20:00:00,,CLUB CHOCOLATE ERNESTO PINTO LAGARRIGUE #192,Recoleta,15000,https://www.passline.com/eventos/stefan-kramer-show-de-emergencia-526794
Passline,The Doors / Centro Arte Alameda,,2026-08-21,20:15:00,,"Centro Arte Alameda Arturo Prat #33, Santiago",Santiago,,https://www.passline.com/eventos/the-doors-centro-arte-alameda
Passline,Aura ★ VIERNES 21 AGOSTO ★ (+24),,2026-08-21,20:30:00,,"Aura club Av Vitacura 9339, 7650069 Vitacura, Región Metropolitana, Chile",Vitacura,0,https://www.passline.com/eventos/aura-viernes-21-agosto
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-21,20:30:00,,Puente Alto Avenida San Carlos 1863,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542587
Ticketplus,Audax Italiano vs Unión La Calera / Liga de Primera Mercado Libre / Fecha 20,,2026-08-21,20:30:00,,Estadio Bicentenario de La Florida,La Florida,5714,https://ticketplus.cl/events/audax-italiano-vs-union-la-calera-liga-de-primera-mercado-libre-fecha-20
Passline,GLAM LEGACY (+18),,2026-08-21,21:00:00,,CLUB AMANDA EMBAJADOR DOUSSINAGUE #1767,Vitacura,10000,https://www.passline.com/eventos/glam-legacy
Passline,Llega Marillion & Genesis en vivo en Peñalolén!,,2026-08-21,21:00:00,,"Refugio del Sol Antupirén 9401, Local A",Peñalolén,3000,https://www.passline.com/eventos/llega-marillion-genesis-en-vivo-en-penalolen
Passline,Tommi Birthday,,2026-08-21,21:00:00,,Bar Oxido Purisima 282,Recoleta,5000,https://www.passline.com/eventos/tommi-birthday
Passline,Yajaira & De Piedra - Bar de Rene´,,2026-08-21,21:00:00,,Bar de Rene Sta isabel 369,Santiago,10000,https://www.passline.com/eventos/yajaira-de-piedra-bar-de-rene
Passline,🔥💃 ¡SALSA PARTY - TRIBUTO A MARC ANTHONY EN EL CHANCHO CON CHALECO! 🕺🔥,,2026-08-21,21:00:00,,EL CHANCHO CON CHALECO AVENIDA PAJARITOS 99,Maipú,5000,https://www.passline.com/eventos/salsa-party-tributo-a-marc-anthony-en-el-chancho-con-chaleco
Passline,TECHNOBUS - 21 AGOSTO (+18),,2026-08-21,21:30:00,,TECHNOBUS TECHNOBUS,Santiago,14000,https://www.passline.com/eventos/technobus-21-agosto
Passline,DJ ROCKA EN VIVO - MIA CLUB -VIERNES 21 DE AGOSTO -22:00,,2026-08-21,22:00:00,2026-08-23,MIA CLUB ( EX 2.0 PREMIUM) Camino a San Jose de Maipo 07769,Puente Alto,0,https://www.passline.com/eventos/dj-rocka-en-vivo-mia-club-viernes-21-de-agosto-2200
Passline,La gran Magia Tropical vs Forest (+18),,2026-08-21,22:00:00,,Montañita Las Vizcachas Camino San José de Maipo 06680,Puente Alto,7000,https://www.passline.com/eventos/la-gran-magia-tropical-vs-forest
Passline,METAL IMMORTALS,,2026-08-21,22:00:00,,"Sala RBX Av. Vicuña Mackenna 1220, Ñuñoa, Región Metropolitana, Chile",Ñuñoa,2420,https://www.passline.com/eventos/metal-immortals
Passline,Rebels Presenta: Rebekah [ALL NIGHT LONG],,2026-08-21,22:00:00,,"Basel Av. Independencia 565, 8380538 Santiago, Independencia, Región Metropolitana, Chile",Santiago,10000,https://www.passline.com/eventos/rebels-presenta-rebekah-all-night-long
Passline,SOCIAL W ★ VIERNES 21 AGOSTO ★ Club Siete - Piso 4 Hotel W,,2026-08-21,22:00:00,,"Club Siete Isidora Goyenechea 3000, piso 4, 6760215 Santiago, Las Condes, Región Metropolitana, Chile",Las Condes,10000,https://www.passline.com/eventos/social-w-viernes-21-agosto-club-siete-piso-4-hotel-w
Ticketplus,Stand up-Pronóstico de risas-Viernes 21 Agosto 22:15 hrs,,2026-08-21,22:15:00,,TEATRO CACHAFAZ,Ñuñoa,11000,https://ticketplus.cl/events/stand-up-pronostico-de-risas-viernes-21-agosto-22-15-hrs
Passline,NOVA VIBES || TERRAZA ARRAYÁN || VIERNES 21 AGOSTO,,2026-08-21,22:30:00,,"Terraza Arrayan Av. Las Condes 14950, 7710041 Lo Barnechea, Región Metropolitana, Chile",Lo Barnechea,0,https://www.passline.com/eventos/nova-vibes-terraza-arrayan-viernes-21-agosto
Passline,ANDREA ZAPATA BY FRVR (+18),,2026-08-21,23:00:00,,"SALA METRONOMO Ernesto Pinto Lagarrigue 179, 8420434 Recoleta, Región Metropolitana, Chile",Recoleta,12000,https://www.passline.com/eventos/andrea-zapata-by-frvr
Passline,COCO BONGO - TEATRO ALICIA (+19),,2026-08-21,23:00:00,,"Teatro Alicia Av. Raúl Labbé 14998, 7690501 Lo Barnechea, Región Metropolitana, Chile",Lo Barnechea,10000,https://www.passline.com/eventos/coco-bongo-teatro-alicia
Passline,EVERYBODY GET UP AND DANCE (+18),,2026-08-21,23:00:00,,Espacio Cero Euclides 1204,San Miguel,6000,https://www.passline.com/eventos/everybody-get-up-and-dance
Passline,LA ÉLITE (+18),,2026-08-21,23:00:00,,La Suite Chicureo Caletera Ote General San Martín #14280,Colina,0,https://www.passline.com/eventos/la-elite-546148
Passline,MARIANO MELLINO - LA FERIA CLUB (+18),,2026-08-21,23:00:00,,"La Feria Constitución 275, 7350000 Providencia, Región Metropolitana, Chile",Providencia,9000,https://www.passline.com/eventos/mariano-mellino-la-feria-club
Passline,"PUNSH: NIOTECH - Viernes 21 Agosto, Spot Freedom (+18)",,2026-08-21,23:00:00,,"Spot Freedom Av. Recoleta 345, 8420378 Recoleta, Región Metropolitana, Chile",Recoleta,7000,https://www.passline.com/eventos/punsh-niotech-viernes-21-agosto-spot-freedom
Passline,TOM HOUSE: BOTAR LA LECHESITA (+18),,2026-08-21,23:00:00,,. Antonia López de Bello 49,Recoleta,10000,https://www.passline.com/eventos/alerta-de-incendio-en-tom-house
Passline,"VIRAL X LET´S DANCE PRESENTAN \""NOVA VIBES\"" EN TERRAZA ARRAYÁN / HOY VIERNES, 23HRS (+18)",,2026-08-21,23:00:00,,"Terraza Arrayan Av. Las Condes 14950, 7710041 Lo Barnechea, Región Metropolitana, Chile",Lo Barnechea,,https://www.passline.com/eventos/viral-x-lets-dance-presentan-nova-vibes-en-terraza-arrayan-hoy-viernes-23hrs
Passline,🌴COCO BONGO🌴 TEATRO ALICIA 💥 - VIER 21 AGOSTO - KINKI X NYX (+18),,2026-08-21,23:00:00,,"Teatro Alicia Av. Raúl Labbé 14998, 7690501 Lo Barnechea, Región Metropolitana, Chile",Lo Barnechea,0,https://www.passline.com/eventos/coco-bongo-teatro-alicia-vier-21-agosto-kinki-x-nyx
Ticketplus,CLUB ALICIA PRESENTA VIERNES A OSCURAS- 21 DE AGOSTO-23:00,,2026-08-21,23:00:00,2026-08-22,CLUB ALICIA - EX 2.0 CLUB,Lo Prado,0,https://ticketplus.cl/events/club-alicia-presenta-viernes-a-oscuras-21-de-agosto-23-00
Ticketplus,PORTOFINO Full ultrabailable ★ VIERNES 21 AGOSTO ★ Club Subterráneo (+23),,2026-08-21,23:00:00,2026-08-22,Club Subterráneo,Providencia,13200,https://ticketplus.cl/events/portofino-full-ultrabailable-viernes-21-agosto-club-subterraneo-23-2026-08-21-23-00-00-0400
Passline,Dark Machine: Suicide Commando Live (+18),,2026-08-21,23:30:00,,"Blondie Avda Liber Bernardo O`Higgins 2879, Santiago, Región Metropolitana",Santiago,10000,https://www.passline.com/eventos/dark-machine-suicide-commando-live
Passline,Eleven Divas Iconic en Illuminati #superviernes (+18),,2026-08-21,23:30:00,,"Illuminati Antonia López de Bello 131, 8420431 Recoleta, Región Metropolitana, Chile",Recoleta,10000,https://www.passline.com/eventos/eleven-divas-iconic-en-illuminati-superviernes
Passline,VIERNES DE PERREO 🔥 21 DE AGOSTO (+21),,2026-08-21,23:30:00,,"Centro el cerro Bombero Núñez 231, 8420431 Recoleta, Región Metropolitana, Chile",Recoleta,5000,https://www.passline.com/eventos/viernes-de-perreo-21-de-agosto
Passline,“21 VIERNES (+18),,2026-08-21,23:30:00,,FAUSTO Avenida Santa María 0832,Providencia,7000,https://www.passline.com/eventos/21-viernes-546019
Ticketplus,Sábado Sato 😈 Sábado 22 de Agosto en Hangar Bellavista,,2026-08-21,23:30:00,2026-08-22,HANGAR,Recoleta,4000,https://ticketplus.cl/events/sabado-sato-sabado-22-de-agosto-en-hangar-bellavista
Ticketplus,Viernes de Casita 🏠 en Caserío Fiesta Viernes 21 de Agosto en Hangar Bellavista,,2026-08-21,23:30:00,2026-08-22,HANGAR,Recoleta,4000,https://ticketplus.cl/events/viernes-de-casita-en-caserio-fiesta-viernes-21-de-agosto-en-hangar-bellavista
Ticketplus,Concierto N°15 • Appassionato,,2026-08-21,,2026-08-22,Gran Sala Sinfónica Nacional,Providencia,5500,https://ticketplus.cl/events/concierto-n-15
Passline,2da Copa Ayala Racing by Vizcachas Racing Experience,,2026-08-22,08:00:00,,Autodromo Las Vizcachas avenida san jose de maipo 05669,Puente Alto,9490,https://www.passline.com/eventos/2da-copa-ayala-racing-by-vizcachas-racing-experience
MUT — Mercado Urbano Tobalaba,Puzzlea conmigo,,2026-08-22,10:00:00,,"MUT, Piso 1: La Calle",Providencia,,https://mut.cl/es/evento/puzzlea-conmigo/
Passline,Pary Gen 2026,,2026-08-22,10:00:00,,Independencia Calle 4 Norte 33,Independencia,2000,https://www.passline.com/eventos/pary-gen-2026
Municipalidad de Independencia,Taller gratuito de cueca en Plaza Chacabuco,taller,2026-08-22,11:00:00,,Plaza Chacabuco,Independencia,0,https://www.independenciacultural.cl/2026/08/03/taller-gratuito-de-cueca-en-plaza-chacabuco/
Passline,Ada,,2026-08-22,12:00:00,,Centro Cultural Ceina Arturo Prat 33 - Santiago Centro,Santiago,5000,https://www.passline.com/eventos/ada-533916
Passline,Ada (LSCH),,2026-08-22,12:00:00,,Centro Cultural Ceina Arturo Prat 33 - Santiago Centro,Santiago,5000,https://www.passline.com/eventos/ada
Passline,La Caracol,,2026-08-22,12:00:00,,"Teatro Mori Vitacura Av. Bicentenario 3800, 7630670 Vitacura, Región Metropolitana, Chile",Vitacura,5000,https://www.passline.com/eventos/la-caracol
Passline,La Caracol (LSCH),,2026-08-22,12:00:00,,"Teatro Mori Vitacura Av. Bicentenario 3800, 7630670 Vitacura, Región Metropolitana, Chile",Vitacura,5000,https://www.passline.com/eventos/la-caracol-lsch
Passline,SANTIAGO IPA FEST (+18),,2026-08-22,12:00:00,2026-08-23,"Factoria Franklin Franklin, Santiago, Región Metropolitana, Chile",Santiago,6000,https://www.passline.com/eventos/santiago-ipa-fest
Passline,Tormenta (Valdivia),,2026-08-22,12:00:00,,"GAM - B1 Av. Alameda Libertador Bernardo O'Higgins 227, Santiago, Región Metropolitana, Chile",Santiago,5000,https://www.passline.com/eventos/tormenta-valdivia
Ticketplus,COCODRILO DANDEE - CICLO DE TÍTERES PARA LA FAMILIA 2026,,2026-08-22,12:00:00,,Teatro Azares - HUERFANOS 2146 SANTIAGO,Santiago,5600,https://ticketplus.cl/events/cocodrilo-dandee-ciclo-de-titeres-para-la-familia-2026
Passline,Deportes Recoleta vs Deportes Copiapó 2026,,2026-08-22,12:30:00,,"Estadio Municipal de Recoleta, Leonel Sánchez Av. Recoleta N° 3005",Recoleta,3000,https://www.passline.com/eventos/deportes-recoleta-vs-deportes-copiapo-2026
Municipalidad de Penalolen,Gala de Folklore 2026,música,2026-08-22,13:00:00,2026-08-23,Centro Cultural Chimkowe,Peñalolén,0,https://chimkowe.cl/gala-de-folklore-2026-reunira-a-mas-de-30-agrupaciones-en-chimkowe/
Passline,BOLIVARIANO DE BOXEO AMATEUR 🥊,,2026-08-22,13:00:00,,Gimnasio DB BOXING 🥊 Dos Oriente 8602,La Cisterna,9000,https://www.passline.com/eventos/bolivariano-de-boxeo-amateur
Passline,Gala Academia BYDA Infantil,,2026-08-22,14:00:00,,Havana Salsa Dominica 142,Recoleta,3000,https://www.passline.com/eventos/gala-academia-byda-infantil
Passline,Primer Gran Evento Madridista Oficial de Chile. Real Madrid frente al RCD Espanyol,,2026-08-22,14:30:00,,"California Cantina Las Urbinas 56, Providencia",Providencia,5000,https://www.passline.com/eventos/primer-gran-evento-madridista-oficial-de-chile-real-madrid-frente-al-rcd-espanyol
Passline,El final de la Calle Oak / Centro Arte Alameda,,2026-08-22,15:00:00,,"Centro Arte Alameda Arturo Prat #33, Santiago",Santiago,2500,https://www.passline.com/eventos/el-final-de-la-calle-oak-centro-arte-alameda-546332
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-22,15:30:00,,Puente Alto Avenida San Carlos 1863,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542587
Passline,Deportes Recoleta Fem vs Colo Colo Fem,,2026-08-22,16:00:00,,Estadio Municipal de La Pintana Cdad. de México 1589,La Pintana,3000,https://www.passline.com/eventos/deportes-recoleta-fem-vs-colo-colo-fem
Passline,"El Principito, Teatro en Factoría Franklin, Especial mes del niño",,2026-08-22,16:00:00,,"Factoria Franklin Franklin, Santiago, Región Metropolitana, Chile",Santiago,5000,https://www.passline.com/eventos/el-principito-teatro-en-factoria-franklin-especial-mes-del-nino-539361
Passline,"Golden: La Guerrera K-pop, el tributo (LSCH)",,2026-08-22,16:00:00,,"Teatro Mori Recoleta Bellavista 77, 8420520 Recoleta, Región Metropolitana, Chile",Recoleta,5000,https://www.passline.com/eventos/golden-la-guerrera-kpop-el-tributo-lsch
Passline,Onheama (Brasil),,2026-08-22,16:00:00,,"Municipal de Santiago Agustinas 794, 8320229 Santiago, Región Metropolitana, Chile",Santiago,7000,https://www.passline.com/eventos/onheama-brasil-533894
Passline,Sky Sunset Winter (+18),,2026-08-22,16:00:00,,"MIRADOR SKY COSTANERA Av. Andrés Bello 2425, Providencia, Región Metropolitana, Chile",Providencia,,https://www.passline.com/eventos/sky-sunset-winter-532272
Passline,"Tappabuchi, el origen del Payaso",,2026-08-22,16:00:00,,"Teatro Mori Bellavista Constitución 183, 7520360 Providencia, Región Metropolitana, Chile",Santiago,5000,https://www.passline.com/eventos/tappabuchi-el-origen-del-payaso
Passline,Velada de Boxeo Amateur- Contra las Cuerdas 10ma edición,,2026-08-22,16:00:00,,Gimnasio Sudaka Boxing Club Av. Central Gonzalo Perez Llona #134,Maipú,7000,https://www.passline.com/eventos/velada-de-boxeo-amateur-contra-las-cuerdas-10ma-edicion
Passline,De Papel,,2026-08-22,17:00:00,,"Gam Sala N1 Av. Alameda Libertador Bernardo O\\\'Higgins 227, Santiago.",Santiago,5000,https://www.passline.com/eventos/de-papel-534579
