fuente_nombre,nombre,categoria,fecha_inicio,hora_inicio,fecha_termino,lugar,direccion,lat,lon,comuna,precio_min,link_evento
Passline,Volare - Experiencia gastronómica,,2026-08-27,19:00:00,,Centro parque,Pdte. Riesco 5330,,,Las Condes,79990,https://www.passline.com/eventos/volare-experiencia-gastronomica-524217
Passline,Sigrid y los Claveles / 27 de Agosto,,2026-08-27,19:00:00,,PICA14 / Paseo Intermodal Catorce,Vicuña Mackenna Oriente 7220,,,La Florida,12000,https://www.passline.com/eventos/sigrid-y-los-claveles-27-de-agosto
Passline,CLASES DE CUECA Y SALSA MÁS CUECAS EN VIVO 27/08,musica,2026-08-27,19:00:00,2026-08-28,BAR VICTORIA,,,,Pedro Aguirre Cerda,0,https://www.passline.com/eventos/clases-de-cueca-y-salsa-mas-cuecas-en-vivo-2708
Passline,CLASIFICATORIO MUNDIAL 2027 ▪︎ CHILE vs USA BASKET,,2026-08-27,19:10:00,,"EDIFICIO DE LOS DEPORTES COLECTIVOS, PARQUE ESTADIO NACIONAL.",,,,&Ntilde;u&ntilde;oa,,https://www.passline.com/eventos/clasificatorio-mundial-2027-chile-vs-usa-basket
Passline,Julie,teatro,2026-08-27,19:30:00,,Sala 211 - Laboratorio escénico,Santo domingo 711,,,Santiago,1500,https://www.passline.com/eventos/julie-541507
Passline,UN SHOW DE COMEDIA CON PEDRO RUMINOT - PAINE,teatro,2026-08-27,20:00:00,,Teatro Municipal de Paine,,,,Paine,,https://www.passline.com/eventos/un-show-de-comedia-con-pedro-ruminot-paine
Passline,ARRUINARSE,teatro,2026-08-27,20:00:00,,Teatro Fiebre,,,,Providencia,10000,https://www.passline.com/eventos/arruinarse
Passline,VOLVER A LA LEY - SESIONES 88 / 90,musica,2026-08-27,20:00:00,,CLUB CHOCOLATE,ERNESTO PINTO LAGARRIGUE #192,,,Recoleta,25000,https://www.passline.com/eventos/volver-a-la-ley-sesiones-88-90
Passline,PANTHALASSA - Prismas de Navegación,arte,2026-08-27,20:00:00,,Centro Cultural Ceina,,,,Santiago,0,https://www.passline.com/eventos/panthalassa-prismas-de-navegacion-533181
Passline,Bombo Fica: 40 años de humor y no me di cuenta,fiesta,2026-08-27,20:00:00,,Auditorio Caja Compensación Los Andres,Padre Alonso de Ovalle #1465,,,Santiago,25000,https://www.passline.com/eventos/bombo-fica-40-anos-de-humor-y-no-me-di-cuenta
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-27,20:00:00,,Puente Alto,Avenida San Carlos 1863,,,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542594
Passline,"OBRA: Si los cerdos no miran al cielo, ¿que hacemos con ellos?",teatro,2026-08-27,20:00:00,,"SALA CLUB DE TEATRO, CHUCRE MANZUR #10",Chucre Manzur #10,,,Providencia,8000,https://www.passline.com/eventos/obra-si-los-cernos-no-miran-al-cielo-que-hacemos-con-ellos-542742
Passline,The Doors / Centro Arte Alameda,,2026-08-27,20:00:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2500,https://www.passline.com/eventos/the-doors-centro-arte-alameda-548650
Passline,Doble Vector y Ultrazord en Vivo!,musica,2026-08-27,21:00:00,,Rockstar Karaoke,Bombero Nuñez 343,,,Providencia,3000,https://www.passline.com/eventos/doble-vector-y-ultrazord-en-vivo
Passline,Miss Grand Fashion Show,musica,2026-08-27,21:00:00,,Club Seven,Av Vitacura # 5480,,,Vitacura,15000,https://www.passline.com/eventos/miss-grand-fashion-show
Passline,Yamila Reyna en Mystic Valley,teatro,2026-08-27,22:00:00,2026-08-28,Mystic Valley,Av. La Montaña 1957,,,Lampa,10000,https://www.passline.com/eventos/yamila-reyna-en-mystic-valley
Passline,Darinka González Cabezona Show Free,teatro,2026-08-27,22:00:00,,Distrito 04,,,,San Miguel,0,https://www.passline.com/eventos/darinka-gonzalez-cabezona-show-free
Passline,Rodrigo Salinas en Happy People,teatro,2026-08-27,22:00:00,,Teatro Happy People,Rancagua 395,,,Providencia,7000,https://www.passline.com/eventos/rodrigo-salinas-en-happy-people-546908
Passline,Fonda Wynwood,fiesta,2026-08-27,22:00:00,2026-08-28,Teatro Alicia,Av. Raúl Labbé 14998,,,Lo Barnechea,13000,https://www.passline.com/eventos/fonda-wynwood
Passline,PISO 4 - BY COCKTAIL SESSIONS - CLUB SIETE - JUE 27,fiesta,2026-08-27,22:00:00,2026-08-28,Club Siete,Isidora Goyenechea 3000,,,Las Condes,10000,https://www.passline.com/eventos/piso-4-by-cocktail-sessions-club-siete-jue-27
Passline,"JUEVES LOWKEY EN CLUB LA RUBIA “NOCHE DE GALA” / JUE 27 AGOSTO, 23HRS",fiesta,2026-08-27,23:00:00,2026-08-28,CLUB LA RUBIA,,,,Las Condes,0,https://www.passline.com/eventos/jueves-lowkey-en-club-la-rubia-noche-de-gala-jue-27-agosto-23hrs
Passline,LA FERIA CLUB - JUEVES 27 DE AGOSTO,,2026-08-27,23:00:00,2026-08-28,La Feria,Constitución 275,,,Providencia,17000,https://www.passline.com/eventos/la-feria-club-jueves-27-de-agosto
Passline,EUPHORIA • THE BIRTHDAY QUEENS,,2026-08-27,23:30:00,2026-08-28,Blondie,Avda Liber Bernardo O`Higgins 2879,,,Santiago,3000,https://www.passline.com/eventos/euphoria-the-birthday-queens
Passline,“27 JUEVES,,2026-08-27,23:30:00,2026-08-28,FAUSTO,Avenida Santa María 0832,,,Providencia,6000,https://www.passline.com/eventos/27-jueves-548669
Passline,JUEVES LATINO VS POP 🪩 27 Ago,,2026-08-27,23:30:00,2026-08-28,Illuminati,Antonia López de Bello 131,,,Recoleta,10000,https://www.passline.com/eventos/jueves-latino-vs-pop-27-ago
Passline,La gran fiesta chilena,musica,2026-08-28,09:00:00,2026-08-29,CUCA BUIN,PANAMERICANA SUR KM 28 SAN BERNARDO SALIDA LOS NARAJOS,,,San Bernardo,10000,https://www.passline.com/eventos/la-gran-fiesta-chilena
Passline,La Misteriosa Mirada del Flamenco / Centro Arte Alameda,,2026-08-28,15:00:00,,Centro Arte Alameda,Arturo Prat 33,,,Santiago,2000,https://www.passline.com/eventos/la-misteriosa-mirada-del-flamenco-centro-arte-alameda-548651
Passline,Grey Gardens / Centro Arte Alameda,cine,2026-08-28,17:00:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2000,https://www.passline.com/eventos/grey-gardens-centro-arte-alameda
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-28,18:00:00,,Puente Alto,Avenida San Carlos 1863,,,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542566
Passline,FADE OUT*,musica,2026-08-28,19:00:00,2026-08-29,Trilab,Fanor Velasco 55,,,Santiago,5000,https://www.passline.com/eventos/fade-out-539112
Passline,Paranoid Park / Centro Arte Alameda,cine,2026-08-28,19:00:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2500,https://www.passline.com/eventos/paranoid-park-centro-arte-alameda
Passline,Pullman Xchange - El poder de la Resilencia,,2026-08-28,19:00:00,,Pullman Santiago Vitacura,Avenida Vitacura # 3201,,,Vitacura,39900,https://www.passline.com/eventos/pullman-xchange-el-poder-de-la-resilencia
Passline,PUPILAS en Cocina Clandestina,musica,2026-08-28,19:00:00,,Cocina Clandestina,,,,Providencia,0,https://www.passline.com/eventos/pupilas-en-cocina-clandestina
Passline,Concierto Orquesta Toki Rapa Nui,teatro,2026-08-28,19:30:00,,"Teatro Giuseppe Verdi, Scuola Italiana",Avenida Camino Las Flores 12.707,,,Las Condes,10000,https://www.passline.com/eventos/concierto-orquesta-toki-rapa-nui
Passline,Julie,teatro,2026-08-28,19:30:00,,Sala 211 - Laboratorio escénico,Santo domingo 711,,,Santiago,1500,https://www.passline.com/eventos/julie-541508
Passline,PANTHALASSA - Prismas de Navegación,arte,2026-08-28,20:00:00,,Centro Cultural Ceina,,,,Santiago,0,https://www.passline.com/eventos/panthalassa-prismas-de-navegacion-533183
Passline,DESPECHADOS,musica,2026-08-28,20:00:00,2026-08-29,muranos resto bar,san francisco 69,,,Santiago,5000,https://www.passline.com/eventos/despechados
Passline,CAMISETA 22 Y CUECAS CON ANTOLOGÍA CHILENA,musica,2026-08-28,20:00:00,2026-08-29,BAR VICTORIA,Av. Carlos Valdovinos 1951,,,Pedro Aguirre Cerda,15000,https://www.passline.com/eventos/camiseta-22-y-cuecas-con-antologia-chilena
Passline,CLAUDIO VALENZUELA – GIRA ALFIN,musica,2026-08-28,20:00:00,,CLUB AMANDA,EMBAJADOR DOUSSINAGUE #1767,,,Vitacura,22000,https://www.passline.com/eventos/claudio-valenzuela-gira-alfin
Passline,"OBRA: Si los cerdos no miran al cielo, ¿que hacemos con ellos?",teatro,2026-08-28,20:00:00,,"SALA CLUB DE TEATRO, CHUCRE MANZUR #10",Chucre Manzur #10,,,Providencia,8000,https://www.passline.com/eventos/obra-si-los-cernos-no-miran-al-cielo-que-hacemos-con-ellos-542743
Passline,Chile Food&Wine,,2026-08-28,20:00:00,,Hotel Boutique Ladera,,,,Providencia,50000,https://www.passline.com/eventos/chile-foodwine-542907
Passline,LA BAND ON THE EN CONCIERTO,musica,2026-08-28,20:00:00,,Teatro Fiebre,Dardignac 0163,,,Providencia,12000,https://www.passline.com/eventos/la-band-on-the-en-concierto
Passline,Aguanten las cabras Vol.1,,2026-08-28,20:00:00,,Estadio Recoleta,,,,Recoleta,,https://www.passline.com/eventos/aguanten-las-cabras-vol1
Passline,El Reencuentro con Luis Boicot,teatro,2026-08-28,20:00:00,,MD Pizzas,Alameda 2145,,,Santiago,8000,https://www.passline.com/eventos/el-reencuentro-con-luis-boicot
Passline,RANCHO NIGHTS,musica,2026-08-28,20:00:00,2026-08-29,RANCHO X,,,,Las Condes,5990,https://www.passline.com/eventos/rancho-nights
Passline,Aura ★ VIERNES 28 AGOSTO ★,,2026-08-28,20:30:00,2026-08-29,Aura club,,,,Vitacura,0,https://www.passline.com/eventos/aura-viernes-28-agosto
Passline,Metal Allegiance VL 2,musica,2026-08-28,20:30:00,2026-08-29,Bar Oxido,Purisima 282,,,Recoleta,5000,https://www.passline.com/eventos/metal-allegiance-vl-2
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-28,20:30:00,,Puente Alto,Avenida San Carlos 1863,,,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542580
Passline,Teenage Sex and Death at Camp Miasma / Centro Arte Alameda,,2026-08-28,20:40:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2500,https://www.passline.com/eventos/teenage-sex-and-death-at-camp-miasma-centro-arte-alameda-548639
Passline,PRÓFUGOS: Peter Blue x Noise Mafia,,2026-08-28,21:00:00,2026-08-29,Complejo Industrial / Estacion Central,Exposición 221,,,Estacion Central,28000,https://www.passline.com/eventos/profugos-peter-blue-x-noise-mafia
Passline,"🔥🎶 ¡ CRIS IBARRA, EL RONQUITO DE LA CUMBIA! 🎶🔥",musica,2026-08-28,21:00:00,2026-08-29,EL CHANCHO CON CHALECO,AVENIDA PAJARITOS 99,,,Maip&uacute;,5000,https://www.passline.com/eventos/cris-ibarra-el-ronquito-de-la-cumbia
Passline,TECHNOBUS - 28 AGOSTO,,2026-08-28,21:30:00,2026-08-29,TECHNOBUS,,,,Santiago,14000,https://www.passline.com/eventos/technobus-28-agosto
Passline,DIA DE LA CHORRILLANA,musica,2026-08-28,21:30:00,2026-08-29,La chimenea,Príncipe de Gales 90,,,Santiago,11900,https://www.passline.com/eventos/dia-de-la-chorrillana
Passline,🍃 INAUGURACIÓN FIESTA LA MONGA 🦍 - “Desata el gorila que llevas dentro” / VIER 28 agost,fiesta,2026-08-28,22:00:00,2026-08-29,Fiesta LA MONGA,Av vicuña Mackenna #1895,,,&Ntilde;u&ntilde;oa,5000,https://www.passline.com/eventos/inauguracion-fiesta-la-monga-desata-el-gorila-que-llevas-dentro-vier-14-agosto-nunoa-santiago
Passline,Joris Voorn presenta TRIP TO GALAXY,musica,2026-08-28,22:00:00,2026-08-29,Parque Titanium,Avenida Costanera Sur 2710-2730,,,Las Condes,40000,https://www.passline.com/eventos/joris-voorn-presenta-trip-to-galaxy
Passline,Amerikan Sound en vivo en Montañita Las Vizcachas,musica,2026-08-28,22:00:00,2026-08-29,Montañita Las Vizcachas,Camino San José de Maipo 06680,,,Puente Alto,10000,https://www.passline.com/eventos/amerikan-sound-en-vivo-en-montanita-las-vizcachas
Passline,Confesiones con La Abu,teatro,2026-08-28,22:00:00,,Donde La Chipi,Diagonal Paraguay 458,,,Santiago,5000,https://www.passline.com/eventos/confesiones-con-la-abu
Passline,Confesiones y Copas,,2026-08-28,22:00:00,,Bar Teatro Fiebre,Dardignac 0165,,,Providencia,5000,https://www.passline.com/eventos/confesiones-y-copas
Passline,SOCIAL W ★ VIERNES 28 AGOSTO ★ Club Siete - Piso 4 Hotel W,fiesta,2026-08-28,22:00:00,2026-08-29,Club Siete,Isidora Goyenechea 3000,,,Las Condes,10000,https://www.passline.com/eventos/social-w-viernes-28-agosto-club-siete-piso-4-hotel-w
Passline,Pank en Happy People,teatro,2026-08-28,22:00:00,,Teatro Happy People,Rancagua 395,,,Providencia,7000,https://www.passline.com/eventos/pank-en-happy-people-546910
Passline,NOVA VIBES || TERRAZA ARRAYÁN || VIERNES 28 AGOSTO,musica,2026-08-28,22:00:00,2026-08-29,Terraza Arrayan,,,,Lo Barnechea,0,https://www.passline.com/eventos/nova-vibes-terraza-arrayan-viernes-28-agosto
Passline,Ustedes ¿Son pareja? – viernes 28 agosto,,2026-08-28,22:00:00,,Happy People - Teatro Bar,,,,Providencia,0,https://www.passline.com/eventos/ustedes-son-pareja-viernes-28-agosto
Passline,R.E.D,musica,2026-08-28,23:00:00,2026-08-29,CLUB CLIMAX,Antonia López de Bello 80,,,Recoleta,5000,https://www.passline.com/eventos/red
Passline,Todo Vale en Tom House - Viernes 28 de Agosto,musica,2026-08-28,23:00:00,2026-08-29,Tom House,Antonia Lopez de Bello 49,,,Providencia,11000,https://www.passline.com/eventos/todovaleviernes
Passline,LA FERIA CLUB - VIERNES 28 DE AGOSTO,,2026-08-28,23:00:00,2026-08-29,La Feria,Constitución 275,,,Providencia,17000,https://www.passline.com/eventos/la-feria-club-viernes-28-de-agosto
Passline,La Cero se viste a la moda,musica,2026-08-28,23:00:00,2026-08-29,Espacio Cero,Euclides 1204,,,San Miguel,6000,https://www.passline.com/eventos/la-cero-se-viste-a-la-moda
Passline,LA ÉLITE - EL REGRESO,musica,2026-08-28,23:00:00,2026-08-29,La Suite Chicureo,,,,Colina,0,https://www.passline.com/eventos/la-elite-el-regreso
Passline,Skins Party - 4 Pistas de Baile*,,2026-08-28,23:30:00,2026-08-29,Blondie,Alameda 2879,,,Alhu&eacute;,9500,https://www.passline.com/eventos/skins-party-4-pistas-de-baile
Passline,“VIERNES 28,,2026-08-28,23:30:00,2026-08-29,FAUSTO,Avenida Santa María 0832,,,Providencia,7000,https://www.passline.com/eventos/viernes-28-548670
Passline,VIERNES SUPER ILLU 💫 28 Ago,,2026-08-28,23:30:00,2026-08-29,Illuminati,Antonia López de Bello 131,,,Recoleta,12000,https://www.passline.com/eventos/viernes-super-illu-28-ago
Passline,Lanzamiento Festival Vista Baker,,2026-08-29,09:00:00,,Kifit - Vitacura,,,,Vitacura,0,https://www.passline.com/eventos/lanzamiento-festival-vista-baker
Passline,3D Printer Party 2026 Dia 1,,2026-08-29,10:00:00,,Omnium,Av. Apoquindo 4900,,,Las Condes,8500,https://www.passline.com/eventos/3d-printer-party-2026-dia-1
Passline,Latin American TAAT World Championship Chile 2026,,2026-08-29,10:00:00,2026-08-30,Aldea Encuentro,Avenida alcalde Fernando Castillo Velasco #9750,,,La Reina,10000,https://www.passline.com/eventos/latin-american-taat-world-championship-chile-2026
Passline,Catao,fiesta,2026-08-29,12:30:00,,Drip Café,av providencia 1053,,,Providencia,9900,https://www.passline.com/eventos/catao
Passline,Meet and Drink La Previa,,2026-08-29,14:00:00,,Hotel Cumbres Lastarria,José Victorino Lastarria 299,,,Santiago,15000,https://www.passline.com/eventos/meet-and-drink-la-previa
Passline,La Invitación / Centro Arte Alameda,,2026-08-29,14:45:00,,Centro Arte Alameda / Sala CEINA,Arturo Prat 33b,,,Santiago,2500,https://www.passline.com/eventos/la-invitacion-centro-arte-alameda-548653
Passline,Párense De Pies 2,,2026-08-29,15:00:00,,cultura boxing,girardi 1560,,,&Ntilde;u&ntilde;oa,2000,https://www.passline.com/eventos/parense-de-pies-2
Passline,Sonora,,2026-08-29,15:00:00,,Taringuita Farellones,Av El Colorado 1284,,,Lo Barnechea,40000,https://www.passline.com/eventos/sonora
Passline,Peña Agrupación Folklórica Paqariy 2026,,2026-08-29,15:30:00,,Colegio Manquecura Ciudad Del Este,Diego Portales #07045,,,Puente Alto,3000,https://www.passline.com/eventos/pena-agrupacion-folklorica-paqariy-2026
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-29,15:30:00,,Puente Alto,Avenida San Carlos 1863,,,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542589
Passline,Sky Sunset Winter,musica,2026-08-29,16:00:00,,MIRADOR SKY COSTANERA,,,,Providencia,,https://www.passline.com/eventos/sky-sunset-winter-532274
Passline,"El Principito, Teatro en Factoría Franklin, Especial mes del niño",familia,2026-08-29,16:00:00,,Factoria Franklin,,,,Santiago,5000,https://www.passline.com/eventos/el-principito-teatro-en-factoria-franklin-especial-mes-del-nino-539363
Passline,Michael is back,,2026-08-29,17:00:00,,teatro Palermo Puente Alto,,,,Puente Alto,10000,https://www.passline.com/eventos/michael-is-back
Passline,La Negociación / Centro Arte Alameda,,2026-08-29,17:00:00,,Centro Arte Alameda / Sala CEINA,Arturo Prat 33b,,,Santiago,2500,https://www.passline.com/eventos/la-negociacion-centro-arte-alameda-548646
Passline,Ecos De La Casa - Alex Caniulef,musica,2026-08-29,18:00:00,,Auditorio Sofofa,Av. Andrés Bello 2777,,,Las Condes,10000,https://www.passline.com/eventos/ecos-de-la-casa-alex-caniulef
Passline,Moonchilds tributo a Iron Maiden en Club Hell Bar 🤘🔥,musica,2026-08-29,18:00:00,,Club Hell Bar,Rojas Magallanes 51,,,La Florida,3000,https://www.passline.com/eventos/moonchilds-tributo-a-iron-maiden-en-club-hell-bar
Passline,SANTA FERIA EN MYSTIC,,2026-08-29,18:00:00,2026-08-30,Mystic Valley,Av la montaña 1957,,,Lampa,20000,https://www.passline.com/eventos/santa-feria-en-mystic
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-29,18:00:00,,Puente Alto,Avenida San Carlos 1863,,,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542567
Passline,SO LIQUID • FREQUENCIES,musica,2026-08-29,18:00:00,,Centro de Eventos Ora,Irarrázaval #2051 / Metro Ñuñoa,,,&Ntilde;u&ntilde;oa,8000,https://www.passline.com/eventos/so-liquid-frequencies
Passline,1er Encuentro Coral,musica,2026-08-29,18:00:00,,Centro Cultural Teatro Serrano,,,,Melipilla,0,https://www.passline.com/eventos/1er-encuentro-coral-melipilla-canta
Passline,COFRADIAX,,2026-08-29,19:00:00,2026-08-30,Nasty Bar,Av Vitacura 9269,,,Vitacura,10000,https://www.passline.com/eventos/cofradiax
Passline,CHANCES + ELNUEVEONCE + HAMADRYAS,musica,2026-08-29,19:00:00,,Epicentro,Huérfanos 786,,,Santiago,8000,https://www.passline.com/eventos/chances-elnueveonce-hamadryas
Passline,Dont look back / Centro Arte Alameda,cine,2026-08-29,19:00:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2000,https://www.passline.com/eventos/dont-look-back-centro-arte-alameda
Passline,Lemontur,,2026-08-29,19:30:00,2026-08-30,Rock Star,📍 Dónde: Bombero Núñez #343,,,Recoleta,5000,https://www.passline.com/eventos/lemontur
Passline,PANTHALASSA - Prismas de Navegación,arte,2026-08-29,20:00:00,,Centro Cultural Ceina,,,,Santiago,0,https://www.passline.com/eventos/panthalassa-prismas-de-navegacion-533185
Passline,GENESIS EN SANTIAGO DE CHILE,,2026-08-29,20:00:00,2026-08-31,Discoteca La Fama,Av. México 609,,,Recoleta,10000,https://www.passline.com/eventos/genesis-en-santiago-de-chile
Passline,DREAM THEATER EXPERIENCE - NIGHTMARE CINEMA,musica,2026-08-29,20:00:00,,CLUB AMANDA,EMBAJADOR DOUSSINAGUE #1767,,,Vitacura,14000,https://www.passline.com/eventos/dream-theater-experience-nightmare-cinema
Passline,GRUPO KARICIA Y CUECAS CON LOS META Y PONGA,musica,2026-08-29,20:00:00,2026-08-30,BAR VICTORIA,Av. Carlos Valdovinos 1951,,,Pedro Aguirre Cerda,15000,https://www.passline.com/eventos/grupo-karicia-y-cuecas-con-los-meta-y-ponga
Passline,The Legend / El Concierto,musica,2026-08-29,20:00:00,,Carpa Extraordinario Circo,,,,Huechuraba,15000,https://www.passline.com/eventos/the-legend-el-concierto-542695
Passline,"OBRA: Si los cerdos no miran al cielo, ¿que hacemos con ellos?",teatro,2026-08-29,20:00:00,,"SALA CLUB DE TEATRO, CHUCRE MANZUR #10",Chucre Manzur #10,,,Providencia,8000,https://www.passline.com/eventos/obra-si-los-cernos-no-miran-al-cielo-que-hacemos-con-ellos-542744
Passline,Obra El Chileno Agūeboniao,teatro,2026-08-29,20:00:00,,Teatro fiebre,Dardignac 0163,,,Providencia,12990,https://www.passline.com/eventos/obra-el-chileno-ageboniao
Passline,CLUB 30 || SABADO 29 AGOSTO,,2026-08-29,20:00:00,2026-08-30,Bosque Luz,Av. del Parque 420,,,Huechuraba,14000,https://www.passline.com/eventos/club-30-sabado-29-agosto
Passline,"¿Cachái, pana? 🇨🇱🇻🇪 Una chilena y un venezolano intentando entenderse",teatro,2026-08-29,20:00:00,,Happy People,Rancagua 395,,,Providencia,7000,https://www.passline.com/eventos/cachai-pana-una-chilena-y-un-venezolano-intentando-entenderse
